idbestellungen;kunden_idkunden;DATUM;AUSGELIEFERT
21453;19340;2007-05-26;0
21455;23590;2007-05-06;1
21460;21504;2007-05-10;1
21462;26889;2007-04-17;1
21463;25998;2007-04-19;1
21464;20240;2007-04-19;1
21465;25900;2007-06-09;0
21466;26554;2007-07-02;0
21467;26215;2007-06-11;0
21472;25598;2007-04-28;1
21473;25794;2007-04-16;1
21474;27231;2007-05-09;1
21482;25026;2007-07-09;0
21483;25613;2007-04-07;1
21486;18944;2007-05-06;1
21487;23596;2007-05-05;1
21489;18276;2007-06-21;0
21491;28580;2007-05-25;0
21493;21561;2007-05-15;1
21502;22277;2007-06-18;0
21504;24838;2007-05-05;1
21505;24182;2007-04-20;1
21508;20747;2007-04-18;1
21509;25278;2007-04-12;1
21510;23226;2007-05-19;1
21512;26859;2007-05-28;0
21514;27481;2007-05-19;1
21522;23632;2007-04-16;1
21523;23644;2007-05-30;0
21524;25267;2007-05-22;0
21526;26275;2007-05-23;0
21536;18988;2007-05-27;0
21539;18901;2007-06-29;0
21544;23688;2007-05-04;1
21545;28085;2007-05-12;1
21547;21506;2007-07-04;0
21548;22717;2007-07-06;0
21557;27270;2007-04-21;1
21559;23841;2007-05-06;1
21560;26544;2007-06-06;0
21561;27719;2007-05-22;0
21562;24523;2007-04-24;1
21564;18295;2007-04-26;1
21566;19175;2007-06-29;0
21567;26202;2007-05-29;0
21568;20711;2007-05-02;1
21569;23623;2007-04-06;1
21570;18526;2007-05-19;1
21571;25412;2007-05-07;1
21573;21290;2007-04-21;1
21574;21768;2007-04-17;1
21575;24586;2007-06-24;0
21578;28594;2007-04-27;1
21579;25819;2007-04-12;1
21580;27913;2007-04-03;1
21588;21500;2007-07-01;0
21590;27119;2007-06-25;0
21591;20355;2007-05-08;1
21592;23167;2007-04-07;1
21594;20994;2007-04-25;1
21597;22930;2007-05-14;1
21603;27732;2007-07-01;0
21608;20016;2007-06-02;0
21612;27314;2007-07-03;0
21613;19752;2007-04-12;1
21614;24565;2007-05-05;1
21615;21775;2007-04-10;1
21620;22572;2007-04-22;1
21624;25141;2007-04-21;1
21625;26808;2007-04-12;1
21627;23567;2007-04-03;1
21635;23757;2007-06-03;0
21638;20847;2007-04-16;1
21639;23996;2007-04-13;1
21640;22941;2007-05-02;1
21644;21321;2007-04-22;1
21646;21679;2007-05-15;1
21649;27857;2007-04-16;1
21650;23791;2007-06-09;0
21651;26423;2007-04-20;1
21652;19760;2007-06-17;0
21653;27020;2007-06-26;0
21654;22107;2007-06-05;0
21655;20101;2007-06-17;0
21656;28091;2007-06-12;0
21672;25127;2007-07-04;0
21674;23599;2007-04-06;1
21677;23687;2007-07-08;0
21678;22862;2007-04-10;1
21681;27469;2007-05-06;1
21688;19084;2007-06-15;0
21689;25445;2007-06-22;0
21690;24303;2007-06-30;0
21691;18725;2007-05-31;0
21696;24214;2007-04-11;1
21697;27825;2007-06-14;0
21700;24510;2007-05-22;0
21712;19663;2007-04-27;1
21716;25873;2007-05-30;0
21718;26100;2007-06-06;0
21719;19341;2007-04-28;1
21720;20609;2007-06-01;0
21722;24315;2007-06-17;0
21725;27714;2007-05-25;0
21726;27261;2007-05-16;1
21727;21088;2007-06-10;0
21728;20237;2007-04-10;1
21730;22501;2007-05-12;1
21734;18474;2007-06-13;0
21735;26849;2007-06-15;0
21736;26898;2007-06-30;0
21738;19658;2007-06-22;0
21739;25443;2007-04-14;1
21742;28237;2007-06-17;0
21745;19899;2007-04-18;1
21746;27699;2007-05-06;1
21747;20028;2007-06-16;0
21748;20999;2007-04-03;1
21754;22683;2007-06-16;0
21757;23172;2007-06-16;0
21762;20350;2007-04-16;1
21763;20242;2007-05-23;0
21768;27045;2007-06-14;0
21771;20784;2007-07-03;0
21778;22232;2007-05-13;1
21784;25907;2007-04-17;1
21787;28485;2007-04-21;1
21802;21621;2007-04-03;1
21804;25205;2007-06-11;0
21805;22401;2007-04-23;1
21806;28186;2007-05-08;1
21813;18449;2007-06-27;0
21818;22973;2007-05-07;1
21820;27543;2007-06-10;0
21822;25931;2007-05-29;0
21823;21180;2007-06-07;0
21824;26496;2007-06-26;0
21826;19387;2007-06-19;0
21828;22123;2007-07-07;0
21837;21195;2007-04-16;1
21842;20875;2007-05-27;0
21848;26350;2007-04-12;1
21849;24772;2007-06-09;0
21850;21418;2007-06-14;0
21856;18950;2007-04-24;1
21861;20043;2007-06-17;0
21864;26626;2007-05-03;1
21865;24640;2007-06-16;0
21866;26238;2007-06-12;0
21869;27195;2007-06-27;0
21870;25425;2007-04-21;1
21872;19601;2007-07-04;0
21873;19467;2007-05-13;1
21874;26094;2007-07-01;0
21875;22425;2007-06-25;0
21876;24541;2007-04-05;1
21883;25989;2007-04-29;1
21886;19284;2007-07-02;0
21889;24114;2007-05-20;1
21890;22096;2007-04-18;1
21893;26808;2007-06-21;0
21896;26172;2007-04-29;1
21897;20684;2007-05-16;1
21903;27792;2007-04-25;1
21904;27984;2007-05-21;0
21907;22830;2007-05-19;1
21910;19229;2007-06-14;0
21913;25446;2007-05-14;1
21915;23850;2007-06-29;0
21919;23455;2007-04-16;1
21921;22710;2007-06-11;0
21927;21431;2007-04-15;1
21928;18976;2007-06-29;0
21930;24890;2007-05-28;0
21934;25472;2007-05-04;1
21938;26643;2007-06-17;0
21940;19112;2007-05-20;1
21941;25091;2007-05-15;1
21943;20415;2007-04-14;1
21945;19734;2007-06-09;0
21955;21958;2007-04-22;1
21957;20018;2007-05-24;0
21958;22692;2007-05-25;0
21961;19903;2007-05-26;0
21963;21111;2007-05-08;1
21964;18405;2007-04-07;1
21966;25765;2007-04-25;1
21968;28612;2007-04-11;1
21969;26605;2007-04-18;1
21970;19792;2007-04-04;1
21971;26972;2007-04-07;1
21976;22574;2007-04-05;1
21981;18602;2007-04-18;1
21986;26001;2007-05-17;1
21995;27846;2007-07-03;0
21996;21236;2007-06-25;0
22000;22607;2007-05-17;1
22001;21608;2007-05-20;1
22009;23931;2007-05-20;1
22010;28022;2007-04-18;1
22011;20618;2007-04-12;1
22017;18797;2007-05-04;1
22023;25098;2007-07-07;0
22024;18978;2007-06-11;0
22028;24529;2007-05-31;0
22034;20034;2007-05-27;0
22035;18291;2007-04-19;1
22037;22538;2007-05-30;0
22038;28208;2007-06-06;0
22039;26761;2007-06-13;0
22041;24277;2007-06-28;0
22049;26938;2007-05-04;1
22052;20543;2007-04-28;1
22053;21192;2007-05-31;0
22057;18278;2007-07-07;0
22058;24441;2007-07-07;0
22060;26117;2007-04-26;1
22067;23209;2007-05-10;1
22072;19226;2007-06-06;0
22075;22369;2007-06-21;0
22077;27572;2007-04-09;1
22078;20969;2007-04-04;1
22082;25422;2007-04-28;1
22083;26228;2007-04-29;1
22086;23005;2007-05-16;1
22087;21920;2007-05-28;0
22092;26734;2007-06-02;0
22093;21198;2007-06-13;0
22096;18445;2007-07-02;0
22097;26720;2007-04-17;1
22098;27590;2007-04-13;1
22099;19656;2007-05-22;0
22102;19878;2007-04-23;1
22103;18351;2007-05-04;1
22104;20225;2007-06-30;0
22105;27941;2007-07-07;0
22112;25947;2007-07-05;0
22113;21109;2007-05-31;0
22115;24899;2007-04-09;1
22118;18549;2007-07-01;0
22119;22396;2007-07-02;0
22120;18744;2007-07-09;0
22125;21128;2007-04-19;1
22126;19225;2007-04-08;1
22127;26665;2007-07-03;0
22132;28619;2007-07-06;0
22134;22468;2007-07-05;0
22141;20097;2007-05-20;1
22144;23604;2007-06-02;0
22148;21164;2007-05-03;1
22150;27133;2007-05-03;1
22155;25277;2007-04-05;1
22159;27734;2007-06-13;0
22167;24633;2007-05-15;1
22168;27279;2007-06-05;0
22169;27266;2007-06-09;0
22171;26544;2007-06-23;0
22174;20380;2007-06-16;0
22175;27284;2007-05-21;0
22177;22611;2007-06-13;0
22179;28224;2007-05-10;1
22185;22358;2007-06-05;0
22186;25671;2007-06-23;0
22187;23425;2007-06-16;0
22189;25828;2007-07-01;0
22200;25130;2007-04-28;1
22201;20918;2007-06-24;0
22203;22535;2007-06-02;0
22212;20611;2007-06-25;0
22214;23520;2007-06-22;0
22215;23755;2007-06-26;0
22221;22392;2007-05-25;0
22222;24232;2007-05-15;1
22224;26042;2007-04-26;1
22226;24565;2007-04-27;1
22227;23968;2007-06-07;0
22228;20214;2007-06-03;0
22230;21744;2007-04-16;1
22231;19191;2007-06-21;0
22233;27187;2007-04-05;1
22238;23143;2007-04-13;1
22243;26774;2007-07-08;0
22245;23652;2007-07-01;0
22247;25111;2007-05-31;0
22256;25324;2007-05-11;1
22258;25131;2007-05-08;1
22265;26809;2007-04-17;1
22266;21158;2007-05-09;1
22267;22062;2007-06-22;0
22271;25356;2007-05-04;1
22274;23014;2007-06-22;0
22275;19085;2007-05-26;0
22277;26096;2007-05-16;1
22278;21622;2007-06-18;0
22281;28092;2007-06-05;0
22284;23679;2007-06-02;0
22293;18429;2007-06-12;0
22294;25638;2007-04-23;1
22302;22700;2007-06-16;0
22304;25508;2007-04-16;1
22306;24781;2007-04-03;1
22307;19714;2007-05-17;1
22309;18820;2007-05-05;1
22310;18957;2007-05-22;0
22311;27866;2007-07-04;0
22313;22742;2007-04-06;1
22319;19641;2007-05-06;1
22324;24977;2007-04-12;1
22329;21257;2007-05-04;1
22334;28533;2007-06-19;0
22340;22012;2007-05-22;0
22341;24728;2007-04-23;1
22343;27738;2007-06-21;0
22347;21006;2007-05-29;0
22349;20432;2007-06-05;0
22351;21265;2007-04-14;1
22353;26613;2007-06-16;0
22354;27927;2007-05-02;1
22355;23507;2007-05-02;1
22357;20644;2007-05-01;1
22366;19386;2007-06-01;0
22368;22846;2007-04-26;1
22370;28452;2007-06-06;0
22374;26267;2007-06-23;0
22376;28507;2007-04-30;1
22378;20657;2007-05-29;0
22380;27530;2007-07-04;0
22383;23516;2007-06-21;0
22384;20192;2007-04-23;1
22385;24144;2007-06-21;0
22386;27137;2007-06-06;0
22393;28522;2007-04-16;1
22396;20325;2007-04-24;1
22397;23234;2007-04-09;1
22398;25689;2007-05-12;1
22400;25270;2007-04-12;1
22402;26797;2007-05-04;1
22404;20618;2007-07-08;0
22406;20911;2007-06-18;0
22410;23638;2007-04-03;1
22412;28625;2007-06-12;0
22413;23777;2007-05-27;0
22418;21605;2007-06-04;0
22428;21267;2007-04-09;1
22430;23227;2007-04-06;1
22436;19717;2007-06-20;0
22437;24416;2007-04-15;1
22443;27662;2007-06-04;0
22445;26013;2007-04-05;1
22449;26675;2007-05-13;1
22453;19148;2007-06-21;0
22454;23954;2007-04-13;1
22456;26758;2007-04-15;1
22458;24100;2007-04-06;1
22461;20442;2007-05-30;0
22464;18424;2007-07-09;0
22465;18364;2007-06-20;0
22466;27601;2007-05-29;0
22469;27608;2007-05-14;1
22470;21226;2007-07-04;0
22475;20487;2007-04-29;1
22476;27359;2007-05-10;1
22477;18799;2007-05-25;0
22481;26784;2007-05-12;1
22483;23230;2007-06-06;0
22488;21913;2007-05-01;1
22489;24574;2007-04-23;1
22493;25984;2007-07-01;0
22496;26653;2007-07-05;0
22497;21196;2007-04-17;1
22499;20300;2007-06-08;0
22500;27049;2007-05-17;1
22503;18997;2007-06-06;0
22505;25274;2007-05-08;1
22517;23653;2007-04-17;1
22529;20517;2007-04-15;1
22530;22472;2007-05-04;1
22535;28302;2007-06-05;0
22536;25967;2007-05-09;1
22537;20781;2007-05-16;1
22543;18446;2007-05-18;1
22548;22100;2007-04-22;1
22559;23600;2007-06-14;0
22561;23534;2007-05-02;1
22563;23960;2007-04-13;1
22566;27036;2007-06-10;0
22568;28152;2007-06-23;0
22574;26384;2007-06-16;0
22575;28047;2007-06-12;0
22577;28312;2007-05-26;0
22581;23206;2007-07-09;0
22584;18391;2007-04-20;1
22585;19472;2007-05-23;0
22586;27696;2007-05-13;1
22589;24797;2007-06-25;0
22593;22819;2007-05-15;1
22594;21159;2007-04-28;1
22599;24040;2007-04-10;1
22601;24506;2007-04-25;1
22604;26180;2007-05-15;1
22606;25765;2007-06-23;0
22607;28529;2007-04-25;1
22613;24854;2007-06-08;0
22614;22670;2007-07-05;0
22615;19786;2007-05-22;0
22619;18799;2007-07-08;0
22621;20718;2007-05-16;1
22625;22600;2007-06-01;0
22630;23264;2007-06-21;0
22632;19499;2007-05-29;0
22637;26574;2007-04-08;1
22640;22344;2007-06-09;0
22641;27804;2007-04-20;1
22647;19711;2007-04-06;1
22651;25807;2007-04-15;1
22653;18652;2007-07-08;0
22656;21369;2007-05-20;1
22663;21104;2007-04-06;1
22666;21985;2007-05-12;1
22667;20763;2007-04-03;1
22668;23323;2007-06-23;0
22674;25092;2007-04-30;1
22676;19895;2007-04-09;1
22677;27394;2007-06-14;0
22685;26095;2007-06-07;0
22691;21523;2007-06-30;0
22692;25770;2007-06-28;0
22694;21050;2007-06-09;0
22698;21473;2007-06-28;0
22702;25025;2007-04-23;1
22705;24494;2007-06-21;0
22706;23567;2007-05-26;0
22707;28604;2007-06-12;0
22708;22198;2007-06-09;0
22709;26952;2007-04-23;1
22710;23770;2007-06-06;0
22711;22613;2007-06-14;0
22712;26480;2007-07-04;0
22721;21138;2007-06-20;0
22722;19150;2007-06-04;0
22725;20531;2007-06-05;0
22730;27948;2007-05-30;0
22738;25364;2007-05-06;1
22744;20010;2007-05-15;1
22745;18355;2007-05-04;1
22746;23681;2007-07-06;0
22749;18834;2007-05-07;1
22752;23283;2007-04-27;1
22756;24056;2007-05-02;1
22759;24700;2007-05-26;0
22761;23119;2007-05-02;1
22762;20233;2007-06-16;0
22764;27641;2007-06-03;0
22767;20906;2007-07-05;0
22780;25488;2007-06-09;0
22787;27173;2007-05-14;1
22791;25564;2007-05-27;0
22792;23099;2007-04-20;1
22794;28329;2007-05-22;0
22802;28351;2007-04-30;1
22803;27780;2007-06-11;0
22807;21107;2007-05-07;1
22808;24464;2007-04-12;1
22813;18978;2007-06-16;0
22814;27850;2007-06-25;0
22818;22924;2007-07-05;0
22820;23977;2007-05-15;1
22822;20529;2007-04-24;1
22823;23292;2007-04-03;1
22825;20157;2007-06-11;0
22830;22210;2007-05-01;1
22835;22713;2007-06-08;0
22841;24424;2007-04-14;1
22843;27242;2007-04-17;1
22845;26351;2007-05-29;0
22846;25529;2007-05-08;1
22849;18667;2007-05-18;1
22850;28531;2007-05-28;0
22853;19785;2007-06-01;0
22858;18722;2007-06-06;0
22860;24488;2007-06-02;0
22862;18622;2007-07-06;0
22863;20951;2007-05-30;0
22865;19935;2007-04-25;1
22866;25284;2007-06-28;0
22867;19641;2007-05-14;1
22871;20965;2007-06-29;0
22875;28191;2007-05-03;1
22877;21925;2007-04-08;1
22880;23266;2007-05-06;1
22887;20410;2007-05-05;1
22888;25231;2007-06-09;0
22891;26048;2007-04-08;1
22892;25740;2007-06-08;0
22895;26926;2007-04-27;1
22898;19041;2007-06-28;0
22899;21564;2007-07-06;0
22902;27679;2007-04-23;1
22903;24952;2007-06-17;0
22906;22162;2007-05-28;0
22907;20866;2007-04-28;1
22910;25337;2007-06-27;0
22912;23265;2007-05-17;1
22915;20898;2007-06-29;0
22919;22423;2007-04-23;1
22922;23048;2007-06-13;0
22924;21946;2007-04-30;1
22926;23862;2007-04-22;1
22930;22389;2007-04-17;1
22939;24691;2007-04-28;1
22940;20891;2007-05-20;1
22945;22871;2007-04-18;1
22947;18363;2007-05-21;0
22948;19230;2007-04-11;1
22949;19416;2007-05-25;0
22950;22056;2007-07-02;0
22951;28272;2007-04-13;1
22952;21703;2007-04-10;1
22953;25256;2007-06-07;0
22955;24830;2007-04-17;1
22957;24350;2007-05-28;0
22964;19133;2007-05-31;0
22965;20287;2007-05-21;0
22968;25737;2007-05-12;1
22969;26862;2007-06-03;0
22971;28150;2007-06-22;0
22973;21278;2007-05-09;1
22976;24570;2007-06-18;0
22978;26913;2007-07-06;0
22979;27713;2007-04-13;1
22985;22755;2007-04-06;1
22993;27928;2007-04-04;1
22996;23580;2007-05-24;0
22998;21850;2007-05-05;1
23001;25661;2007-07-09;0
23002;21263;2007-04-11;1
23003;21005;2007-05-18;1
23005;22544;2007-04-12;1
23006;23088;2007-04-24;1
23008;23725;2007-07-05;0
23012;26075;2007-05-31;0
23014;23330;2007-04-10;1
23016;25241;2007-05-30;0
23019;25016;2007-05-27;0
23022;22837;2007-04-10;1
23024;20962;2007-05-13;1
23026;25799;2007-06-19;0
23029;23364;2007-04-27;1
23034;19555;2007-05-20;1
23037;25116;2007-07-07;0
23039;22704;2007-06-15;0
23040;28304;2007-06-21;0
23047;27057;2007-06-07;0
23051;19380;2007-06-06;0
23052;22673;2007-04-05;1
23053;25472;2007-06-17;0
23055;28348;2007-05-31;0
23059;24194;2007-06-11;0
23060;25382;2007-05-03;1
23062;20135;2007-04-14;1
23064;22456;2007-04-23;1
23070;22606;2007-04-15;1
23072;22962;2007-04-11;1
23073;19401;2007-04-20;1
23074;25349;2007-06-15;0
23075;25381;2007-06-02;0
23076;25908;2007-05-18;1
23078;26464;2007-05-22;0
23080;24750;2007-04-13;1
23081;27380;2007-04-13;1
23086;23032;2007-06-18;0
23087;20656;2007-06-09;0
23089;19844;2007-06-28;0
23092;25073;2007-07-02;0
23094;25959;2007-05-14;1
23096;20062;2007-05-17;1
23100;21839;2007-06-28;0
23101;27470;2007-05-23;0
23103;19882;2007-06-30;0
23106;25055;2007-05-28;0
23114;28081;2007-05-31;0
23115;26640;2007-04-21;1
23121;19905;2007-04-25;1
23123;21808;2007-07-08;0
23125;19344;2007-06-24;0
23128;22080;2007-06-15;0
23132;26989;2007-04-28;1
23133;24469;2007-06-19;0
23134;22637;2007-06-13;0
23135;25918;2007-05-30;0
23138;20519;2007-06-02;0
23140;21432;2007-05-26;0
23141;19761;2007-07-04;0
23142;20534;2007-06-07;0
23146;20115;2007-05-19;1
23149;27957;2007-04-25;1
23150;23850;2007-07-07;0
23152;23619;2007-05-26;0
23156;23311;2007-05-22;0
23157;20872;2007-06-20;0
23159;20833;2007-04-08;1
23166;19425;2007-04-08;1
23168;18843;2007-06-10;0
23172;24832;2007-07-07;0
23175;26313;2007-06-22;0
23176;28009;2007-05-28;0
23180;27867;2007-05-08;1
23181;20096;2007-04-21;1
23182;22404;2007-05-29;0
23183;22761;2007-05-23;0
23184;19027;2007-05-06;1
23186;20111;2007-04-08;1
23189;20703;2007-04-10;1
23191;21103;2007-05-23;0
23192;25008;2007-04-02;1
23193;28324;2007-05-27;0
23194;25338;2007-05-27;0
23198;25648;2007-04-27;1
23200;27226;2007-06-13;0
23202;22026;2007-06-18;0
23208;27553;2007-06-04;0
23211;19202;2007-07-04;0
23213;25491;2007-07-01;0
23214;21604;2007-06-10;0
23216;22647;2007-07-04;0
23218;24132;2007-05-08;1
23220;24512;2007-05-17;1
23223;26777;2007-06-02;0
23224;28194;2007-07-01;0
23225;20838;2007-05-06;1
23227;25146;2007-05-12;1
23231;21997;2007-06-01;0
23235;23706;2007-06-29;0
23236;26707;2007-05-12;1
23240;23456;2007-05-11;1
23243;24388;2007-06-09;0
23247;28155;2007-04-10;1
23251;22862;2007-04-28;1
23253;24580;2007-05-08;1
23255;24063;2007-06-13;0
23256;28117;2007-04-30;1
23257;23886;2007-04-18;1
23259;22454;2007-04-03;1
23262;23460;2007-06-13;0
23263;20759;2007-04-13;1
23264;27778;2007-04-18;1
23269;26535;2007-06-20;0
23273;23107;2007-05-25;0
23282;18427;2007-05-26;0
23284;24421;2007-05-15;1
23285;22157;2007-06-10;0
23288;26077;2007-04-24;1
23289;22814;2007-06-02;0
23290;24226;2007-06-01;0
23292;25171;2007-05-30;0
23294;21138;2007-06-15;0
23297;25225;2007-05-02;1
23298;25248;2007-05-24;0
23300;28578;2007-05-20;1
23301;19788;2007-05-09;1
23302;20904;2007-05-24;0
23304;22187;2007-04-25;1
23305;26691;2007-04-29;1
23308;18330;2007-06-27;0
23309;18911;2007-04-03;1
23311;19187;2007-06-20;0
23313;25643;2007-06-17;0
23315;27203;2007-06-11;0
23316;20855;2007-07-03;0
23318;24975;2007-06-08;0
23320;26362;2007-05-16;1
23327;21947;2007-04-30;1
23329;22076;2007-05-28;0
23333;28334;2007-04-10;1
23335;25052;2007-04-04;1
23339;26368;2007-04-17;1
23341;24067;2007-07-07;0
23342;21465;2007-04-06;1
23347;28166;2007-06-22;0
23349;22572;2007-04-05;1
23350;20594;2007-07-08;0
23351;25235;2007-06-09;0
23353;19627;2007-04-09;1
23355;27634;2007-06-17;0
23361;21953;2007-05-26;0
23363;24891;2007-05-02;1
23365;20379;2007-06-29;0
23373;27245;2007-05-23;0
23374;27364;2007-05-30;0
23378;28508;2007-05-20;1
23379;25907;2007-05-09;1
23380;26468;2007-07-09;0
23387;21332;2007-06-27;0
23390;21308;2007-07-08;0
23397;25211;2007-06-14;0
23399;21464;2007-05-27;0
23400;26812;2007-07-05;0
23402;18733;2007-05-04;1
23403;26841;2007-07-02;0
23406;19504;2007-05-31;0
23408;20900;2007-05-19;1
23410;19516;2007-04-11;1
23411;23504;2007-06-30;0
23415;22012;2007-06-05;0
23418;23408;2007-06-11;0
23422;27072;2007-05-18;1
23423;20856;2007-07-07;0
23425;28282;2007-06-04;0
23430;20946;2007-06-15;0
23432;19770;2007-04-17;1
23434;27733;2007-05-13;1
23435;25814;2007-06-15;0
23436;26798;2007-04-08;1
23438;23610;2007-06-01;0
23439;20778;2007-04-07;1
23444;26336;2007-05-13;1
23445;26441;2007-04-10;1
23447;22486;2007-04-12;1
23448;22261;2007-04-15;1
23449;22725;2007-05-16;1
23454;18703;2007-05-02;1
23457;26515;2007-05-06;1
23462;19134;2007-06-08;0
23470;23851;2007-05-29;0
23471;20978;2007-07-03;0
23477;18872;2007-04-10;1
23478;23158;2007-05-27;0
23479;19362;2007-05-23;0
23480;26374;2007-05-22;0
23490;23594;2007-07-08;0
23494;19594;2007-05-08;1
23495;24312;2007-05-01;1
23496;25480;2007-06-26;0
23497;21955;2007-04-21;1
23498;20226;2007-05-22;0
23499;18363;2007-04-26;1
23500;22706;2007-05-05;1
23504;27511;2007-06-26;0
23506;21506;2007-05-06;1
23507;27810;2007-05-09;1
23510;27537;2007-05-11;1
23513;18951;2007-06-19;0
23518;27500;2007-05-15;1
23519;28244;2007-05-06;1
23520;26869;2007-04-29;1
23523;23693;2007-06-05;0
23525;23568;2007-06-26;0
23530;18580;2007-06-24;0
23531;20422;2007-05-10;1
23532;27284;2007-05-28;0
23534;25293;2007-04-20;1
23535;25377;2007-05-25;0
23537;27683;2007-07-03;0
23539;23696;2007-04-18;1
23540;24137;2007-04-18;1
23546;25564;2007-07-02;0
23548;23148;2007-04-13;1
23551;23405;2007-04-16;1
23552;23093;2007-06-15;0
23553;20620;2007-04-18;1
23554;20132;2007-07-07;0
23558;19571;2007-05-27;0
23560;26882;2007-04-19;1
23561;20625;2007-05-30;0
23563;27433;2007-06-17;0
23567;27200;2007-05-18;1
23568;22295;2007-06-01;0
23569;18942;2007-05-16;1
23577;27508;2007-05-26;0
23580;26641;2007-07-04;0
23581;27871;2007-06-08;0
23584;18614;2007-07-06;0
23585;23812;2007-06-09;0
23586;25967;2007-06-03;0
23589;19134;2007-04-26;1
23594;25451;2007-07-08;0
23596;23071;2007-05-14;1
23600;26908;2007-04-21;1
23601;27001;2007-05-16;1
23602;22058;2007-04-13;1
23604;19185;2007-04-20;1
23607;19288;2007-05-19;1
23615;27648;2007-05-21;0
23627;26923;2007-05-21;0
23630;21867;2007-05-03;1
23631;19396;2007-06-17;0
23632;27146;2007-05-01;1
23633;27059;2007-05-28;0
23635;28278;2007-05-20;1
23642;18789;2007-05-13;1
23645;18758;2007-04-29;1
23647;23755;2007-05-03;1
23649;26441;2007-05-19;1
23654;27931;2007-06-06;0
23655;20234;2007-05-20;1
23657;18897;2007-06-15;0
23658;22216;2007-05-06;1
23659;18979;2007-04-30;1
23666;19685;2007-05-26;0
23670;21835;2007-07-04;0
23672;20137;2007-05-24;0
23673;23098;2007-04-30;1
23679;20508;2007-04-06;1
23680;25293;2007-05-03;1
23682;18620;2007-05-16;1
23688;27766;2007-07-01;0
23693;26703;2007-05-11;1
23696;23020;2007-07-05;0
23698;27505;2007-04-23;1
23700;27711;2007-06-12;0
23701;20829;2007-05-10;1
23702;19066;2007-05-25;0
23706;23028;2007-06-08;0
23709;24825;2007-05-16;1
23714;22323;2007-07-07;0
23715;23223;2007-05-30;0
23716;22611;2007-05-29;0
23720;25066;2007-06-22;0
23724;19759;2007-05-11;1
23727;22072;2007-04-15;1
23734;21434;2007-05-03;1
23751;19911;2007-05-27;0
23752;26934;2007-05-30;0
23753;24242;2007-05-13;1
23755;24335;2007-04-30;1
23759;26963;2007-05-12;1
23762;28253;2007-06-11;0
23765;18698;2007-07-04;0
23767;24481;2007-05-29;0
23772;27164;2007-04-15;1
23773;27676;2007-04-17;1
23774;18952;2007-05-09;1
23775;20565;2007-04-04;1
23776;21314;2007-05-29;0
23780;23691;2007-04-24;1
23781;25266;2007-04-02;1
23783;21328;2007-05-28;0
23784;27157;2007-04-26;1
23788;27467;2007-05-31;0
23789;25737;2007-04-05;1
23790;24504;2007-06-22;0
23799;22940;2007-06-05;0
23802;26604;2007-05-06;1
23806;21385;2007-05-14;1
23807;27895;2007-05-14;1
23811;27947;2007-05-01;1
23812;27469;2007-04-22;1
23813;26268;2007-05-26;0
23819;27290;2007-05-20;1
23821;21785;2007-04-17;1
23822;25652;2007-07-08;0
23824;21991;2007-04-22;1
23825;20612;2007-06-12;0
23827;20908;2007-04-29;1
23828;24435;2007-04-23;1
23832;22450;2007-05-24;0
23836;27300;2007-06-05;0
23839;26783;2007-05-04;1
23840;24703;2007-04-28;1
23844;22715;2007-05-03;1
23845;25195;2007-05-24;0
23849;26212;2007-05-30;0
23851;26598;2007-07-05;0
23854;19597;2007-05-09;1
23856;18369;2007-05-06;1
23858;21807;2007-04-19;1
23859;19564;2007-05-17;1
23863;26970;2007-05-24;0
23865;20324;2007-05-23;0
